startup_name,industry,country,founded_year,startup_age,funding_stage,total_funding_usd,team_size,monthly_revenue_usd,annual_revenue_usd,active_users,customer_growth_rate,burn_rate,runway_months,valuation_usd,business_model,number_of_competitors,market_size_usd,market_growth_rate,founder_experience_years,previous_startups,employee_growth_rate,customer_retention_rate,profitability,startup_stage,acquisition_status,ipo_status,success_label,startup_description,website,logo_url,headquarters_city,headquarters_state,headquarters_country,funding_round_date,top_investor,competitor_1,competitor_2,competitor_3,market_trend_score,innovation_score,investor_interest_score,technology_stack,target_audience,unique_selling_proposition,startup_stage_description,employee_count_last_year,monthly_active_users_last_year,customer_acquisition_cost_usd,lifetime_value_usd
BetaTaxi,Cybersecurity,India,2016,10,Series C,70462945.0,418.0,5512815.0,66153780.0,4393.0,0.0742,0.0,999.0,413592000.0,B2B,18.0,3921411162.0,0.2066,10.0,2.0,0.2854,0.7975,True,Mature,Not Acquired,Private,Successful,"A cloud security startup delivering B2B continuous threat monitoring and automated patch deployment. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.betataxi.com,https://placehold.co/200x200?text=BetaTaxi,Mumbai,Maharashtra,India,2022-06-10,Peak XV Partners,Securden,Quick Heal,Instasafe,36,38,68,"Go, Python, C++, AWS, Elasticsearch, Kibana, Docker, Redis, Vault",Direct-to-consumer platforms handling high volumes of online user accounts.,One-click SOC-2 audit compliance reporting tailored for SaaS and fintech builders.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",294.0,3166.0,1123.22,3475.0
KinetixSecure Fintech,Healthcare,India,2020,6,Series C,65602447.0,629.0,5944324.0,71331888.0,6083126.0,0.4416,0.0,999.0,477900000.0,Freemium,1.0,20834642238.0,0.3922,16.0,3.0,0.3754,0.8941,True,Mature,Not Acquired,Private,Successful,"An health-wellness company offering a custom Freemium fitness and preventive care ecosystem for corporate employees. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.kinetixsecurefintech.com,https://placehold.co/200x200?text=KinetixSecure%20Fintech,Bengaluru,Karnataka,India,2024-04-03,SoftBank Vision Fund,Practo,Tata 1mg,HealthifyMe,51,27,95,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Independent doctors and clinical groups wanting to digitize their prescription cards.,"An integrated digital health wallet combining health records, insurance, and doctor chats.","Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",495.0,4683842.0,117.3,415.04
DukaanDesk,Healthcare,India,2017,9,Series B,8705110.0,234.0,3173674.0,38084088.0,57600.0,0.3517,0.0,999.0,51178000.0,Subscription,13.0,7155585026.0,0.3842,2.0,4.0,1.2035,0.7882,True,Scaling,Not Acquired,Private,Successful,"An health-wellness company offering a custom Subscription fitness and preventive care ecosystem for corporate employees. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.dukaandesk.com,https://placehold.co/200x200?text=DukaanDesk,Bengaluru,Karnataka,India,2020-11-06,Lightspeed India,Practo,PharmEasy,Cult.fit,59,28,91,"Node.js, Express, Flutter, MongoDB, GCP, Firebase, Twilio APIs",Working professionals seeking corporate mental wellness and physical fitness plans.,"An integrated digital health wallet combining health records, insurance, and doctor chats.","Growing market share, expanding engineering and sales teams, and scaling system servers.",229.0,54781.0,155.78,532.83
GuruBazaar,CleanTech,India,2019,7,Series C,96991467.0,308.0,1402421.0,16829052.0,24842.0,0.1072,0.0,999.0,636767000.0,SaaS,7.0,12408483762.0,0.1797,20.0,3.0,0.3452,0.8871,True,Mature,Acquired,Private,Successful,A sustainability platform offering SaaS carbon accounting software for enterprise manufacturing plants. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.gurubazaar.com,https://placehold.co/200x200?text=GuruBazaar,Hyderabad,Telangana,India,2026-09-07,Temasek,Lithium Logistics,Ola Electric,Avanse,41,68,86,"Go, Python, GCP IoT Core, MongoDB, InfluxDB, Docker, Kubernetes",Manufacturing compliance departments auditing scopes of factory emissions.,Smart modular battery charging system that swap-charges commercial e-rickshaws under 2 minutes.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",268.0,19430.0,314.67,1128.82
SyncStay,Logistics,India,2018,8,Late Stage,271264620.0,598.0,8577220.0,102926640.0,303361.0,0.1806,0.0,999.0,1548803000.0,SaaS,17.0,10786552586.0,0.2002,12.0,4.0,0.3754,0.7729,True,Mature,Not Acquired,Private,Successful,A smart cold-chain tracking system providing SaaS temperature telemetry and automated alerts for fresh produce. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.syncstay.com,https://placehold.co/200x200?text=SyncStay,Gurugram,Haryana,India,2025-08-08,Tiger Global,BlackBuck,Dunzo,Rivigo,72,43,83,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",Pharmaceutical companies shipping temperature-sensitive vaccine vials.,Freight price bidding terminal linking micro-truckers with warehouse operators.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",570.0,260530.0,427.59,1455.77
OmniSecure,Edtech,India,2019,7,Late Stage,161027266.0,677.0,9051732.0,108620784.0,221084.0,0.2361,0.0,999.0,692787000.0,Subscription,19.0,1777058810.0,0.1475,20.0,4.0,0.7805,0.9499,True,Mature,Not Acquired,Private,Successful,A skill-development company offering Subscription cohort-based professional training programs with guaranteed job placements. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.omnisecure.com,https://placehold.co/200x200?text=OmniSecure,Gurugram,Haryana,India,2024-02-07,Tiger Global,Vedantu,Unacademy,Physics Wallah,35,40,81,"Node.js, React, PostgreSQL, AWS CloudFront, Zoom API, Redis, Docker",Aspirants preparing for national and state civil services examinations.,AI-powered homework helper providing instant step-by-step math solver sheets.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",621.0,198341.0,95.41,455.32
Edudesk,SaaS,India,2018,8,Series C,60507717.0,552.0,3788003.0,45456036.0,13696.0,0.2922,0.0,999.0,265269000.0,B2B,22.0,14216683031.0,0.1444,15.0,4.0,0.8753,0.7567,True,Mature,Not Acquired,Private,Successful,"A developer-first B2B tool for tracking and optimizing multi-cloud infrastructure usage in real time. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.edudesk.com,https://placehold.co/200x200?text=Edudesk,Gurugram,Haryana,India,2025-07-19,SoftBank Vision Fund,BrowserStack,Freshworks,WebEngage,80,62,87,"Python, FastAPI, Vue.js, PostgreSQL, GCP, Firebase, Docker",Digital marketing agencies managing multiple high-spend advertising campaigns.,Developer-first API monitoring platform requiring zero code integration to get started.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",444.0,9797.0,623.1,3053.97
Flexbus,SaaS,India,2020,6,Bootstrapped,15836.0,1.0,2696.0,32352.0,5630.0,0.029,13386.51,1.4,65000.0,B2C,18.0,268579804.0,0.1381,5.0,3.0,0.0223,0.7068,False,Early Traction,Not Acquired,Private,Failed,A developer-first B2C tool for tracking and optimizing multi-cloud infrastructure usage in real time. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.flexbus.com,https://placehold.co/200x200?text=Flexbus,Bengaluru,Karnataka,India,2021-03-04,Accel,CleverTap,Postman,Chargebee,83,43,11,"Python, FastAPI, Vue.js, PostgreSQL, GCP, Firebase, Docker",Digital marketing agencies managing multiple high-spend advertising campaigns.,Real-time collaborative product mapping workspace that runs natively inside browser tabs.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,5231.0,304.8,1174.24
Mandibike,Proptech,India,2019,7,Seed,788781.0,6.0,18564.0,222768.0,484.0,0.0695,9611.61,37.6,2028000.0,SaaS,13.0,4613686520.0,0.0795,17.0,0.0,0.1593,0.6267,False,Early Traction,Not Acquired,Private,Failed,"A real estate platform digitizing SaaS commercial property leasing and tenant compliance workflows. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.mandibike.com,https://placehold.co/200x200?text=Mandibike,Bengaluru,Karnataka,India,2020-06-11,Y Combinator,Magicbricks,NestAway,Stanza Living,56,67,10,"Next.js, Python, FastAPI, PostgreSQL, GCP, Elasticsearch, Docker",Young IT professionals relocating to cities like Bengaluru and Pune.,Zero-brokerage rental platform providing 100% verified tenant credit and background reports.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,4.0,472.0,166.86,707.74
KinetixMetrics,Logistics,India,2021,5,Series A,6457820.0,33.0,164081.0,1968972.0,2336.0,0.0629,0.0,999.0,35719000.0,SaaS,1.0,3789958835.0,0.1761,12.0,0.0,0.2763,0.654,True,Scaling,Not Acquired,Private,Successful,"A smart cold-chain tracking system providing SaaS temperature telemetry and automated alerts for fresh produce. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.kinetixmetrics.com,https://placehold.co/200x200?text=KinetixMetrics,Bengaluru,Karnataka,India,2022-03-18,Chiratae Ventures,BlackBuck,ElasticRun,Dunzo,93,45,97,"Java, Python, PostgreSQL, AWS IoT, Apache Kafka, Docker, Kubernetes, Google Maps",Pharmaceutical companies shipping temperature-sensitive vaccine vials.,IoT-connected temperature tracking label designed for pharmaceutical supply chains.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",30.0,1622.0,442.99,2039.86
Yatrastay,SaaS,India,2019,7,Series C,96985720.0,544.0,4343898.0,52126776.0,91577.0,0.4008,0.0,999.0,528129000.0,Subscription,12.0,6634413447.0,0.2844,17.0,0.0,1.2772,0.8106,True,Mature,Not Acquired,Private,Successful,"A collaborative no-code Subscription spreadsheet platform designed specifically for remote product and design teams. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.yatrastay.com,https://placehold.co/200x200?text=Yatrastay,Gurugram,Haryana,India,2026-07-17,General Catalyst,Freshworks,BrowserStack,Postman,71,100,81,"Ruby on Rails, React, PostgreSQL, AWS, Redis, Heroku, Docker",Software engineering and DevOps teams in high-growth technology companies.,Advanced no-code workflow automations that sync legacy databases to modern cloud channels.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",471.0,85866.0,172.87,640.95
IntelShare,AI & Machine Learning,India,2019,7,Series C,81355086.0,286.0,1230555.0,14766660.0,181022.0,0.3994,124804.9,48.0,492513000.0,Transactional,1.0,14373555022.0,0.2359,4.0,4.0,1.3453,0.8177,False,Mature,Not Acquired,Private,Successful,"An enterprise AI platform providing Transactional predictive maintenance systems for heavy manufacturing equipment. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.intelshare.com,https://placehold.co/200x200?text=IntelShare,New Delhi,Delhi,India,2024-01-11,SoftBank Vision Fund,Fractal Analytics,CoRover,Skye,33,52,66,"Python, TensorFlow, Flask, MongoDB, GCP, Docker, HuggingFace",Enterprise customer service divisions wishing to automate voice operations.,Fraud prevention engine using deep graph networks to detect syndicate accounts instantly.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",227.0,130830.0,1731.44,8477.04
VeloPe,Cybersecurity,India,2022,4,Series A,2911832.0,55.0,73156.0,877872.0,51637.0,0.0654,34177.67,36.3,12912000.0,Freemium,3.0,14386066352.0,0.1213,1.0,2.0,0.2007,0.5105,False,Scaling,Not Acquired,Private,Failed,A zero-trust access management platform offering Freemium authorization systems for remote developers. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.velope.com,https://placehold.co/200x200?text=VeloPe,Mumbai,Maharashtra,India,2023-08-09,Matrix Partners India,Subex,Quick Heal,Instasafe,64,26,21,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Direct-to-consumer platforms handling high volumes of online user accounts.,Decentralized secure identity vault built on zero-knowledge cryptographic proofs.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,51.0,32247.0,1190.33,4907.7
CoreNet,Cybersecurity,India,2025,1,Seed,1415224.0,5.0,57894.0,694728.0,5961.0,0.2141,0.0,999.0,27747000.0,Transactional,7.0,7951928111.0,0.1234,17.0,4.0,0.7299,0.9476,True,Ideation,Not Acquired,Private,Successful,"A cloud security startup delivering Transactional continuous threat monitoring and automated patch deployment. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.corenet.com,https://placehold.co/200x200?text=CoreNet,Pune,Maharashtra,India,2025-10-15,Chiratae Ventures,Instasafe,Kratikal,Securden,30,26,76,"Go, C++, Linux Kernel, MongoDB, AWS, Docker, ELK Stack",Modern SaaS enterprises with highly distributed remote developer hubs.,One-click SOC-2 audit compliance reporting tailored for SaaS and fintech builders.,"Developing initial wireframes, gathering customer survey data, and refining core vision.",4.0,4003.0,311.44,1159.17
AlphaTaxi Labs,AI & Machine Learning,India,2023,3,Bootstrapped,0.0,1.0,478.0,5736.0,443.0,0.11399999999999999,8123.62,0.5,32000.0,B2C,4.0,5673073015.0,0.185,6.0,0.0,-0.3318,0.5479,False,Early Traction,Not Acquired,Private,Failed,"A cutting-edge B2C software utilizing generative AI agents to automate customer service in local Indian languages. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.alphataxilabs.com,https://placehold.co/200x200?text=AlphaTaxi%20Labs,Noida,Uttar Pradesh,India,2023-12-12,Peak XV Partners,Gupshup,Haptik,Yellow.ai,91,77,43,"Python, TensorFlow, Flask, MongoDB, GCP, Docker, HuggingFace",Logistics hubs managing real-time product sorting and scanning.,Real-time conversational voice AI engine fine-tuned to capture 12 major Indian accents.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,382.0,2189.4,8874.88
